id,codigoestacion,codigosensor,fechaobservacion,valorobservado,nombreestacion,departamento,municipio,zonahidrografica,latitud,longitud,descripcionsensor,unidadmedida
1648,0023065501,0068,2017-11-27T04:35:00.000,17.24103,PACHO  - AUT,CUNDINAMARCA,PACHO,MEDIO MAGDALENA,5.129127778,-74.15769722,Temp Aire 2 m,°C
1649,0026055110,0068,2018-06-11T18:00:00.000,26.8,LA INDEPENDENCIA - AUT,VALLE DEL CAUCA,JAMUNDÍ,CAUCA,3.185361111,-76.56930556,Temp Aire 2 m,°C
1650,0024055080,0068,2005-09-04T05:00:00.000,22.8,VIZCAINA LA LIZAMA  - AUT,SANTANDER,BARRANCABERMEJA,SOGAMOSO,6.982972222,-73.70488889,Temp Aire 2 m,°C
1651,0054077210,0068,2008-01-19T18:00:00.000,26.4,JUANCHACO - AUT,VALLE DEL CAUCA,BUENAVENTURA,SAN JUÁN,3.925147222,-77.34900556,Temp Aire 2 m,°C
1652,0023065501,0068,2018-07-26T00:45:00.000,16.39339,PACHO  - AUT,CUNDINAMARCA,PACHO,MEDIO MAGDALENA,5.129127778,-74.15769722,Temp Aire 2 m,°C
1653,0027015320,0068,2014-05-08T15:00:00.000,15.1,ARAGON - AUT,ANTIOQUIA,SANTA ROSA DE OSOS,NECHÍ,6.781083333,-75.560888889,Temp Aire 2 m,°C
1654,0028035060,0068,2014-09-27T00:00:00.000,24.5,FEDEARROZ - AUT,CESAR,VALLEDUPAR,CESAR,10.46361111,-73.24805556,Temp Aire 2 m,°C
1655,0035035100,0068,2015-04-02T09:00:00.000,26.1,ICA VILLAVICENCIO  - AUT,META,VILLAVICENCIO,META,4.137388889,-73.625,Temp Aire 2 m,°C
1656,2120000105,0068,2019-02-26T09:52:00.000,14.56,EL CODITO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.763,-74.022,Temp Aire 2 m,°C
1657,0021201200,0068,2012-07-31T04:40:00.000,7.15,ESC LA UNION - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.343,-74.184,Temp Aire 2 m,°C
1658,0021115010,0068,2006-06-25T14:00:00.000,34.4,DESIERTO TATACOA,HUILA,VILLAVIEJA,ALTO MAGDALENA,3.234,-75.168,Temp Aire 2 m,°C
1659,0021205502,0068,2016-09-10T08:50:00.000,22.8,MISIONES  - AUT,CUNDINAMARCA,EL COLEGIO,ALTO MAGDALENA,4.544997222,-74.44055556,Temp Aire 2 m,°C
1660,0027015290,0068,2009-03-04T19:00:00.000,21.9,PAJARITO - AUT,ANTIOQUIA,MEDELLÍN,NECHÍ,6.286333333,-75.61279167,Temp Aire 2 m,°C
1661,0021235030,0068,2008-03-01T18:00:00.000,31.6,UNIVERSIDAD DE CUNDINAMARCA - AUT,CUNDINAMARCA,GIRARDOT,ALTO MAGDALENA,4.305333333,-74.80811111,Temp Aire 2 m,°C
1662,0026125509,0068,2018-09-25T20:00:00.000,18.0181,ESPERANZA LA  - AUT,QUINDÍO,PIJAO,CAUCA,4.299444444,-75.72508056,Temp Aire 2 m,°C
1663,0026165501,0068,2017-09-07T07:40:00.000,14.34251,EL CIPRES  - AUT,CALDAS,SALAMINA,CAUCA,5.433333333,-75.5,Temp Aire 2 m,°C
1664,0026195502,0068,2019-06-10T09:30:00.000,24.15727,CIUDAD BOLIVAR  - AUT,ANTIOQUIA,CIUDAD BOLÍVAR,CAUCA,5.868666667,-75.99044167,Temp Aire 2 m,°C
1665,0022045502,0068,2017-03-15T10:45:00.000,21,EL RUBY  - AUT,TOLIMA,PLANADAS,SALDAÑA,3.95,-75.66666667,Temp Aire 2 m,°C
1666,0021206780,0068,2013-12-30T09:10:00.000,18,LA INDEPENDENCIA FOPAE Fuera de Servicio,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.617,-74.317,Temp Aire 2 m,°C
1667,0021205515,0068,2019-02-13T21:30:00.000,9.716,MERENGO  - AUT,CUNDINAMARCA,SOACHA,ALTO MAGDALENA,4.7,-74.174,Temp Aire 2 m,°C
1668,0021201200,0068,2012-06-09T02:20:00.000,8.8,ESC LA UNION - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.343,-74.184,Temp Aire 2 m,°C
1669,0026145090,0068,2018-12-25T15:00:00.000,24.5,SANTA EMILIA - AUT,RISARALDA,BELÉN DE UMBRÍA,CAUCA,5.207472222,-75.90294444,Temp Aire 2 m,°C
1670,0021208480,0068,2015-11-18T07:25:00.000,16.7,KENNEDY - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.633,-74.15,Temp Aire 2 m,°C
1671,2120000105,0068,2018-12-20T01:16:00.000,8.19,EL CODITO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.763,-74.022,Temp Aire 2 m,°C
1672,0035025080,0068,2008-07-29T14:00:00.000,13.5,PNN CHINGAZA - AUT,CUNDINAMARCA,LA CALERA,META,4.661,-73.82733333,Temp Aire 2 m,°C
1673,0021201980,0068,2011-12-06T19:15:00.000,12.2,CERRO GUADALUPE - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.567,-74.05,Temp Aire 2 m,°C
1674,0021206990,0068,2010-02-14T14:00:00.000,20.9,TIBAITATA - AUT,CUNDINAMARCA,MOSQUERA,ALTO MAGDALENA,4.691416667,-74.209,Temp Aire 2 m,°C
1675,0035035100,0068,2015-11-30T12:00:00.000,31.3,ICA VILLAVICENCIO  - AUT,META,VILLAVICENCIO,META,4.137388889,-73.625,Temp Aire 2 m,°C
1676,0026195501,0068,2017-10-16T19:40:00.000,19.37048,ANDES  - AUT,ANTIOQUIA,ANDES,CAUCA,5.660108333,-75.91413889,Temp Aire 2 m,°C
1677,0021202250,0068,2014-11-09T00:00:00.000,14.7,DOÑA JUANA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.5,-74.133,Temp Aire 2 m,°C
1678,0021015501,0068,2019-01-20T17:45:00.000,17.49168,PITALITO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,1.777527778,-76.19163889,Temp Aire 2 m,°C
1679,0026135501,0068,2019-07-29T11:15:00.000,28.01933,EL PILAMO  - AUT,RISARALDA,PEREIRA,CAUCA,4.868333333,-75.79333333,Temp Aire 2 m,°C
1680,0026125502,0068,2018-01-26T19:50:00.000,18.73333,CAICEDONIA  - AUT,VALLE DEL CAUCA,CAICEDONIA,CAUCA,4.297558333,-75.86396111,Temp Aire 2 m,°C
1681,0016025501,0068,2017-10-10T08:00:00.000,19.96378,CUCUTILLA  - AUT,NORTE DE SANTANDER,CUCUTILLA,CATATUMBO,7.519455556,-72.79790278,Temp Aire 2 m,°C
1682,0021206790,0068,2007-04-04T23:00:00.000,12.8,HACIENDA SANTA ANA - AUT,CUNDINAMARCA,NEMOCÓN,ALTO MAGDALENA,5.0905,-73.88125,Temp Aire 2 m,°C
1683,0021215190,0068,2009-04-25T17:00:00.000,16.2,CAJAMARCA - AUT,TOLIMA,CAJAMARCA,ALTO MAGDALENA,4.435666667,-75.50036111,Temp Aire 2 m,°C
1684,0016055501,0068,2018-04-29T19:20:00.000,20.58454,GABRIEL MARIA  - AUT,NORTE DE SANTANDER,CONVENCIÓN,CATATUMBO,8.412497222,-73.33944167,Temp Aire 2 m,°C
1685,0026145501,0068,2018-07-07T07:10:00.000,16.44383,APIA  - AUT,RISARALDA,APÍA,CAUCA,5.105055556,-75.93305556,Temp Aire 2 m,°C
1686,0021215150,0068,2016-04-09T19:00:00.000,3.3,NEVADO DEL TOLIMA  - AUT,TOLIMA,ANZOÁTEGUI,ALTO MAGDALENA,4.670777778,-75.32777778,Temp Aire 2 m,°C
1687,2120700037,0068,2018-10-29T17:51:00.000,15.04,CASAS FISCALES ESCUELA DE ARTILLERÍA - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.556,-74.125,Temp Aire 2 m,°C
1688,0023065501,0068,2018-03-27T23:45:00.000,16.39564,PACHO  - AUT,CUNDINAMARCA,PACHO,MEDIO MAGDALENA,5.129127778,-74.15769722,Temp Aire 2 m,°C
1689,0026155250,0068,2010-05-07T22:00:00.000,3.6,PARAMO CONEJERAS  - AUT,CALDAS,VILLAMARIA,CAUCA,4.829805556,-75.37583333,Temp Aire 2 m,°C
1690,0026065501,0068,2017-06-12T02:10:00.000,15.89169,JAMUNDI  - AUT,VALLE DEL CAUCA,JAMUNDÍ,CAUCA,3.215580556,-76.68021944,Temp Aire 2 m,°C
1691,2120000104,0068,2019-08-12T09:11:00.000,14.98,COLEGIO MIGUEL ANTONIO CARO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.813,-74.031,Temp Aire 2 m,°C
1692,0037015501,0068,2017-11-26T05:50:00.000,8.601477,LABATECA  - AUT,NORTE DE SANTANDER,LABATECA,ARAUCA,7.296058333,-72.49772778,Temp Aire 2 m,°C
1693,0021015502,0068,2016-09-11T22:10:00.000,15.2,SAN AGUSTIN  - AUT,HUILA,SAN AGUSTÍN,ALTO MAGDALENA,1.851416667,-76.30433056,Temp Aire 2 m,°C
1694,0026145503,0068,2016-07-16T01:55:00.000,16.7,ANSERMA  - AUT,CALDAS,ANSERMA,CAUCA,5.231330556,-75.77961667,Temp Aire 2 m,°C
1695,0024035380,0068,2014-02-10T16:00:00.000,0,NEVADO DEL COCUY - AUT,BOYACÁ,GUICÁN,SOGAMOSO,6.509111111,-72.31416667,Temp Aire 2 m,°C
1696,0026145501,0068,2017-05-24T11:35:00.000,28,APIA  - AUT,RISARALDA,APÍA,CAUCA,5.105055556,-75.93305556,Temp Aire 2 m,°C
1697,0026075150,0068,2018-01-15T15:00:00.000,27.7,APTO ALFONSO BONILLA ARAGON - TX GPRS,VALLE DEL CAUCA,PALMIRA,CAUCA,3.533,-76.382,Temp Aire 2 m,°C
1698,0021115501,0068,2018-09-01T01:50:00.000,21.02324,TELLO  - AUT,HUILA,TELLO,ALTO MAGDALENA,2.960666667,-75.02849722,Temp Aire 2 m,°C
1699,0021206920,0068,2019-01-20T10:00:00.000,5.3,VILLA TERESA - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.35,-74.15,Temp Aire 2 m,°C
1700,2120700037,0068,2018-11-07T10:25:00.000,18.78,CASAS FISCALES ESCUELA DE ARTILLERÍA - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.556,-74.125,Temp Aire 2 m,°C
1701,0024035430,0068,2006-12-15T04:00:00.000,11.3,TUNGUAVITA - AUT,BOYACÁ,PAIPA,SOGAMOSO,5.745916667,-73.11636111,Temp Aire 2 m,°C
1702,0021206940,0068,2011-06-29T02:00:00.000,9.2,CIUDAD BOLIVAR,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.577,-74.177,Temp Aire 2 m,°C
1703,0021195502,0068,2017-12-13T01:00:00.000,13.8,AGUAS CLARAS - CAR,CUNDINAMARCA,SAN BERNARDO,ALTO MAGDALENA,4.145,-74.428,Temp Aire 2 m,°C
1704,0023065503,0068,2018-01-23T08:35:00.000,19.33671,EL MIRADOR  - AUT,CUNDINAMARCA,SASAIMA,MEDIO MAGDALENA,4.95,-74.4,Temp Aire 2 m,°C
1705,0021206900,0068,2015-10-19T17:40:00.000,9.3,LA ESPERANZA USME - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",META,4.45,-74.1,Temp Aire 2 m,°C
1706,0023085501,0068,2018-11-16T13:15:00.000,27.08833,COCORNA  - AUT,ANTIOQUIA,COCORNÁ,MEDIO MAGDALENA,6.061941667,-75.18666667,Temp Aire 2 m,°C
1707,0016015502,0068,2017-10-03T06:10:00.000,17.26951,BLONAY  - AUT,NORTE DE SANTANDER,CHINÁCOTA,CATATUMBO,7.564997222,-72.62110833,Temp Aire 2 m,°C
1708,0056015040,0068,2019-04-30T22:00:00.000,25.5,PR CHOCO: JURADO,CHOCÓ,JURADO,<nil>,7.104,-77.764,Temp Aire 2 m,°C
1709,0053075020,0068,2016-10-19T14:00:00.000,22.2,EL DIVISO - AUT,CAUCA,ARGELIA,TAPAJE - DAGUA - DIRECTOS,2.311416667,-77.25877778,Temp Aire 2 m,°C
1710,0021185501,0068,2018-06-25T17:00:00.000,21.93284,ROVIRA  - AUT,TOLIMA,ROVIRA,ALTO MAGDALENA,4.266666667,-75.28305556,Temp Aire 2 m,°C
1711,0026135502,0068,2018-09-29T08:30:00.000,21.66269,EL JAZMIN  - AUT,RISARALDA,SANTA ROSA DE CABAL,CAUCA,4.911944444,-75.62416389,Temp Aire 2 m,°C
1712,0023195090,0068,2018-05-07T05:00:00.000,14.8,VIVERO SURATA  - AUT,SANTANDER,SURATÁ,MEDIO MAGDALENA,7.365833333,-72.9875,Temp Aire 2 m,°C
1713,0051035020,0068,2019-06-19T19:00:00.000,27,CCCP DL PACIFICO,NARIÑO,TUMACO,MIRA,1.819166667,-78.73,Temp Aire 2 m,°C
1714,0052055170,0068,2012-04-07T11:00:00.000,19.7,LA JOSEFINA - AUT,NARIÑO,CONTADERO,PATÍA,0.930305556,-77.49119444,Temp Aire 2 m,°C
1715,0021045501,0068,2017-03-07T01:10:00.000,18,OPORAPA  - AUT,HUILA,OPORAPA,ALTO MAGDALENA,2.041941667,-76.01191667,Temp Aire 2 m,°C
1716,0024015501,0068,2017-06-30T05:05:00.000,15.27074,BERTHA  - AUT,BOYACÁ,MONIQUIRÁ,SOGAMOSO,5.882777778,-73.57333056,Temp Aire 2 m,°C
1717,0021202180,0068,2014-06-16T00:25:00.000,12.6,QUIBA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.543,-74.156,Temp Aire 2 m,°C
1718,0023125170,0068,2017-06-17T09:00:00.000,12.2,SAN CAYETANO - AUT,CUNDINAMARCA,SAN CAYETANO,MEDIO MAGDALENA,5.333333333,-74.016666667,Temp Aire 2 m,°C
1719,0021206790,0068,2016-11-27T05:00:00.000,10.5,HACIENDA SANTA ANA - AUT,CUNDINAMARCA,NEMOCÓN,ALTO MAGDALENA,5.0905,-73.88125,Temp Aire 2 m,°C
1720,0026195501,0068,2018-08-21T08:40:00.000,25.02526,ANDES  - AUT,ANTIOQUIA,ANDES,CAUCA,5.660108333,-75.91413889,Temp Aire 2 m,°C
1721,0052035501,0068,2016-06-25T15:05:00.000,28.6,EL SAUCE  - AUT,NARIÑO,LA UNIÓN,PATÍA,1.615555556,-77.10971944,Temp Aire 2 m,°C
1722,0021195190,0068,2016-05-30T01:00:00.000,14.6,PASCA - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.310111111,-74.31175,Temp Aire 2 m,°C
1723,0026125503,0068,2018-08-28T04:40:00.000,18.32415,LA SIRENA  - AUT,VALLE DEL CAUCA,SEVILLA,CAUCA,4.285,-75.9025,Temp Aire 2 m,°C
1724,0016025502,0068,2017-05-22T12:30:00.000,25.5,FRANCISCO ROMERO  - AUT,NORTE DE SANTANDER,SALAZAR,CATATUMBO,7.739166667,-72.78055278,Temp Aire 2 m,°C
1725,0016015502,0068,2018-07-12T15:30:00.000,25.65978,BLONAY  - AUT,NORTE DE SANTANDER,CHINÁCOTA,CATATUMBO,7.564997222,-72.62110833,Temp Aire 2 m,°C
1726,0024055070,0068,2015-11-06T14:00:00.000,24.1,SAN  VICENTE DE CHUCURI  - AUT,SANTANDER,SAN VICENTE DE CHUCURÍ,MEDIO MAGDALENA,6.823388889,-73.47205556,Temp Aire 2 m,°C
1727,0052025501,0068,2018-10-23T15:25:00.000,24.40363,LA VEGA  - AUT,CAUCA,LA VEGA,PATÍA,2.092941667,-76.81202778,Temp Aire 2 m,°C
1728,0026125509,0068,2018-09-14T21:45:00.000,16.77381,ESPERANZA LA  - AUT,QUINDÍO,PIJAO,CAUCA,4.299444444,-75.72508056,Temp Aire 2 m,°C
1729,0021202170,0068,2014-11-02T17:00:00.000,17.8,SIERRA MORENA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.567,-74.167,Temp Aire 2 m,°C
1730,0029045190,0068,2015-11-28T12:00:00.000,31.2,APTO ERNESTO CORTIZOS TX GPRS,ATLÁNTICO,SOLEDAD,BAJO MAGDALENA,10.918,-74.78,Temp Aire 2 m,°C
1731,0022025501,0068,2018-08-31T13:30:00.000,24.29923,ATACO  - AUT,TOLIMA,ATACO,SALDAÑA,3.416666667,-75.63305556,Temp Aire 2 m,°C
1732,0023085501,0068,2017-07-01T08:05:00.000,22.59576,COCORNA  - AUT,ANTIOQUIA,COCORNÁ,MEDIO MAGDALENA,6.061941667,-75.18666667,Temp Aire 2 m,°C
1733,0026125290,0068,2007-07-30T14:00:00.000,27.7,ARMENIA - AUT,QUINDÍO,ARMENIA,CAUCA,4.531583333,-75.69069444,Temp Aire 2 m,°C
1734,0026125300,0068,2018-06-29T03:00:00.000,12.8,CALARCA - AUT,QUINDÍO,CALARCÁ,CAUCA,4.528305556,-75.59638889,Temp Aire 2 m,°C
1735,0024010390,0068,2014-09-26T01:00:00.000,8.2,El TRIANGULO - CAR,CUNDINAMARCA,LENGUAZAQUE,SOGAMOSO,5.305,-73.619,Temp Aire 2 m,°C
1736,0012015100,0068,2017-03-14T02:00:00.000,25.3,PISTA INDIRA - AUT,ANTIOQUIA,TURBO,CARIBE - LITORAL,7.94075,-76.69616667,Temp Aire 2 m,°C
1737,2120000105,0068,2019-04-23T23:25:00.000,12.28,EL CODITO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.763,-74.022,Temp Aire 2 m,°C
1738,0026145503,0068,2016-09-02T15:40:00.000,23.9,ANSERMA  - AUT,CALDAS,ANSERMA,CAUCA,5.231330556,-75.77961667,Temp Aire 2 m,°C
1739,0021035501,0068,2018-12-26T16:05:00.000,21.64063,ACEVEDO  - AUT,HUILA,ACEVEDO,ALTO MAGDALENA,1.763191667,-75.93224722,Temp Aire 2 m,°C
1740,0026125508,0068,2019-01-10T17:40:00.000,21.0223,LACATALINA  - AUT,RISARALDA,PEREIRA,CAUCA,4.7475,-75.73805556,Temp Aire 2 m,°C
1741,0016055120,0068,2011-04-10T04:00:00.000,16.1,AGUAS DE LA VIRGEN  - AUT,NORTE DE SANTANDER,OCAÑA,CATATUMBO,8.227694444,-73.3975,Temp Aire 2 m,°C
1742,0023195501,0068,2016-09-22T03:40:00.000,16.3,SAN ANTONIO  - AUT,SANTANDER,FLORIDABLANCA,MEDIO MAGDALENA,7.099441667,-73.06638611,Temp Aire 2 m,°C
1743,0026165502,0068,2019-05-13T06:55:00.000,17.96124,JARDIN  - AUT,ANTIOQUIA,JARDÍN,CAUCA,5.6,-75.84972222,Temp Aire 2 m,°C
1744,0021165501,0068,2017-06-11T05:00:00.000,16.61275,DOLORES  - AUT,TOLIMA,DOLORES,ALTO MAGDALENA,3.537155556,-74.82982778,Temp Aire 2 m,°C
1745,0026125501,0068,2017-07-14T08:55:00.000,26.23207,GENOVA  - AUT,QUINDÍO,GÉNOVA,CAUCA,4.204416667,-75.76866667,Temp Aire 2 m,°C
1746,0016025502,0068,2017-08-02T12:20:00.000,29.10891,FRANCISCO ROMERO  - AUT,NORTE DE SANTANDER,SALAZAR,CATATUMBO,7.739166667,-72.78055278,Temp Aire 2 m,°C
1747,0021255170,0068,2013-06-18T22:00:00.000,11,MURILLO - AUT,TOLIMA,MURILLO,ALTO MAGDALENA,4.870555556,-75.17327778,Temp Aire 2 m,°C
1748,0023055502,0068,2018-12-23T06:00:00.000,17.35952,VILLARAZ  - AUT,CALDAS,PENSILVANIA,MEDIO MAGDALENA,5.383333333,-75.06638889,Temp Aire 2 m,°C
1749,0023195230,0068,2015-10-19T02:00:00.000,22.2,NEOMUNDO - AUT,SANTANDER,BUCARAMANGA,MEDIO MAGDALENA,7.102611111,-73.10730556,Temp Aire 2 m,°C
1750,0021206900,0068,2011-08-04T22:50:00.000,7.6,LA ESPERANZA USME - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",META,4.45,-74.1,Temp Aire 2 m,°C
1751,0026255030,0068,2018-11-08T06:00:00.000,19.1,SANTA ISABEL VALDIVIA - AUT,ANTIOQUIA,VALDIVIA,CAUCA,7.157277778,-75.44222222,Temp Aire 2 m,°C
1752,0011159010,0068,2016-07-12T15:00:00.000,29.7,CAPURGANA - TX GPRS,CHOCÓ,ACANDÍ,ATRATO - DARIÉN,8.616,-77.331,Temp Aire 2 m,°C
1753,0026195502,0068,2018-08-10T14:40:00.000,30.44177,CIUDAD BOLIVAR  - AUT,ANTIOQUIA,CIUDAD BOLÍVAR,CAUCA,5.868666667,-75.99044167,Temp Aire 2 m,°C
1754,0011105020,0068,2010-04-04T17:00:00.000,26.5,CARMEN DARIEN,CHOCÓ,CARMEN DEL DARIÉN  (CURBARADÓ),ATRATO - DARIÉN,7.154,-76.977,Temp Aire 2 m,°C
1755,0011025501,0068,2019-06-08T11:05:00.000,26.68926,CARMEN DE ATRATO  - AUT,CHOCO,EL CARMEN,ATRATO - DARIÉN,5.888719444,-76.14516667,Temp Aire 2 m,°C
1756,0021206790,0068,2009-01-04T03:00:00.000,5.5,HACIENDA SANTA ANA - AUT,CUNDINAMARCA,NEMOCÓN,ALTO MAGDALENA,5.0905,-73.88125,Temp Aire 2 m,°C
1757,0021205522,0068,2019-08-01T13:10:00.000,16.366,TABIO  - AUT,CUNDINAMARCA,TABIO,ALTO MAGDALENA,4.918,-74.029,Temp Aire 2 m,°C
1758,0026135502,0068,2019-04-24T16:15:00.000,20.96313,EL JAZMIN  - AUT,RISARALDA,SANTA ROSA DE CABAL,CAUCA,4.911944444,-75.62416389,Temp Aire 2 m,°C
1759,0024015501,0068,2018-04-08T10:45:00.000,25.51994,BERTHA  - AUT,BOYACÁ,MONIQUIRÁ,SOGAMOSO,5.882777778,-73.57333056,Temp Aire 2 m,°C
1760,0021202240,0068,2015-08-31T21:40:00.000,14.3,UAN SEDE CIRCUNVALAR - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.633,-74.05,Temp Aire 2 m,°C
1761,0026195501,0068,2019-07-08T03:35:00.000,16.01293,ANDES  - AUT,ANTIOQUIA,ANDES,CAUCA,5.660108333,-75.91413889,Temp Aire 2 m,°C
1762,0026195501,0068,2017-12-03T23:05:00.000,17.50279,ANDES  - AUT,ANTIOQUIA,ANDES,CAUCA,5.660108333,-75.91413889,Temp Aire 2 m,°C
1763,0021206810,0068,2016-04-15T22:50:00.000,17.1,SAN BENITO - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.55,-74.233,Temp Aire 2 m,°C
1764,2120000104,0068,2019-04-18T16:13:00.000,14.31,COLEGIO MIGUEL ANTONIO CARO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.813,-74.031,Temp Aire 2 m,°C
1765,0021205507,0068,2016-11-27T16:00:00.000,19.5,CACHIPAY - CAR,CUNDINAMARCA,CACHIPAY,ALTO MAGDALENA,4.73,-74.431,Temp Aire 2 m,°C
1766,0052055210,0068,2019-04-11T23:00:00.000,12.6,BOTANA - AUT,NARIÑO,PASTO,PATÍA,1.16,-77.27880556,Temp Aire 2 m,°C
1767,0021202180,0068,2016-04-28T06:35:00.000,13.6,QUIBA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.543,-74.156,Temp Aire 2 m,°C
1768,0023015501,0068,2019-03-05T06:40:00.000,19.24182,FRESNO  - AUT,TOLIMA,FRESNO,MEDIO MAGDALENA,5.155638889,-75.00313611,Temp Aire 2 m,°C
1769,0021035501,0068,2018-01-30T23:30:00.000,19.24355,ACEVEDO  - AUT,HUILA,ACEVEDO,ALTO MAGDALENA,1.763191667,-75.93224722,Temp Aire 2 m,°C
1770,0026195501,0068,2016-07-09T09:10:00.000,24.8,ANDES  - AUT,ANTIOQUIA,ANDES,CAUCA,5.660108333,-75.91413889,Temp Aire 2 m,°C
1771,0016055501,0068,2017-09-14T14:45:00.000,22.36221,GABRIEL MARIA  - AUT,NORTE DE SANTANDER,CONVENCIÓN,CATATUMBO,8.412497222,-73.33944167,Temp Aire 2 m,°C
1772,0021206810,0068,2015-08-10T12:00:00.000,19.5,SAN BENITO - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.55,-74.233,Temp Aire 2 m,°C
1773,0026155505,0068,2019-03-04T15:55:00.000,31.96929,GRANJA LUKER  - AUT,CALDAS,PALESTINA,CAUCA,5.070275,-75.68555278,Temp Aire 2 m,°C
1774,0023125501,0068,2016-09-11T11:35:00.000,23.1,PAUNA  - AUT,BOYACÁ,PAUNA,MEDIO MAGDALENA,5.657130556,-73.96032778,Temp Aire 2 m,°C
1775,0023195230,0068,2016-04-07T05:00:00.000,21.9,NEOMUNDO - AUT,SANTANDER,BUCARAMANGA,MEDIO MAGDALENA,7.102611111,-73.10730556,Temp Aire 2 m,°C
1776,0021202200,0068,2013-09-25T23:50:00.000,14.3,VITELMA,BOGOTA D.C.,"BOGOTA, D.C",META,4.575,-74.072,Temp Aire 2 m,°C
1777,0026165502,0068,2017-07-24T22:35:00.000,16.53752,JARDIN  - AUT,ANTIOQUIA,JARDÍN,CAUCA,5.6,-75.84972222,Temp Aire 2 m,°C
1778,0029015040,0068,2008-09-18T06:00:00.000,21.1,CARMEN DE BOLIVAR  - AUT,BOLIVAR,EL CARMÉN DE BOLÍVAR,BAJO MAGDALENA,9.71575,-75.10641667,Temp Aire 2 m,°C
1779,0026195501,0068,2017-12-05T17:50:00.000,19.11601,ANDES  - AUT,ANTIOQUIA,ANDES,CAUCA,5.660108333,-75.91413889,Temp Aire 2 m,°C
1780,0013095010,0068,2017-02-07T16:00:00.000,8.3,COVEÑAS - DIMAR,SUCRE,TOLÚ,CARIBE - LITORAL,9.383,-75.667,Temp Aire 2 m,°C
1781,0021202250,0068,2015-06-22T05:00:00.000,13.7,DOÑA JUANA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.5,-74.133,Temp Aire 2 m,°C
1782,0026115501,0068,2017-02-25T04:30:00.000,17,MANUEL MARIA MALLARINO  - AUT,VALLE DEL CAUCA,TRUJILLO,CAUCA,4.213611111,-76.31497222,Temp Aire 2 m,°C
1783,0021201980,0068,2014-04-01T23:55:00.000,12.4,CERRO GUADALUPE - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.567,-74.05,Temp Aire 2 m,°C
1784,0026205501,0068,2016-09-22T20:15:00.000,18.2,EL ROSARIO  - AUT,ANTIOQUIA,VENECIA,CAUCA,5.625830556,-75.70527778,Temp Aire 2 m,°C
1785,0021202170,0068,2011-01-02T06:55:00.000,13.8,SIERRA MORENA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.567,-74.167,Temp Aire 2 m,°C
1786,0053115501,0068,2017-11-27T06:05:00.000,17.81452,DAGUA  - AUT,VALLE DEL CAUCA,DAGUA,TAPAJE - DAGUA - DIRECTOS,3.610441667,-76.63785833,Temp Aire 2 m,°C
1787,0026075120,0068,2012-11-01T14:00:00.000,29.8,LA DIANA - AUT,VALLE DEL CAUCA,FLORIDA,CAUCA,3.314055556,-76.18569444,Temp Aire 2 m,°C
1788,0021055501,0068,2018-05-20T01:25:00.000,17.45146,SIMON CAMPOS  - AUT,HUILA,LA PLATA,ALTO MAGDALENA,2.345830556,-75.87805556,Temp Aire 2 m,°C
1789,0054077210,0068,2006-09-24T10:00:00.000,25.3,JUANCHACO - AUT,VALLE DEL CAUCA,BUENAVENTURA,SAN JUÁN,3.925147222,-77.34900556,Temp Aire 2 m,°C
